text,polarity,sentiment
first dose pfizer vaccine received morning reluctant means lowering,0.25,Positive
ontario adjusts vaccinationplan response pfizerbiontech shipment delays ongov accelerating vaccina,0,Neutral
krishgm channel4news true seen data pfizerbiontech public domain,0.175,Positive
surely also important people continue follow restrictions technically fully vaccinated,0.3,Positive
heading vaccination 2 pfizercovidvaccine pfizerbiontech vaccineswork vaccinated healthcare,0,Neutral
expense france europe biggest buyers pfizerbiontech 4 billions,0,Neutral
pfizer stock buying opportunity right pfizervaccine pfizerbiontech stockstobuy,0.2857142857,Positive
good canada europe threatens block vaccine exports gee could produce cdnpoli,0.7,Positive
great statistics pfizerbiontech vaccine goodnewscovid19,0.8,Positive
got second dose pfizerbiontech covid_19 vaccine,0,Neutral
susannareid100 letter pfizerbiontech supporting start needed fab mouth piece,0.25,Positive
come borisjohnson people 1st pfizer jab getting 2nd one pr,0,Neutral
2nd dose thisisourshot pfizerbiontech,0,Neutral
pfizer pfizer pfizerbiontech moderna moderna_tx say cant ramp produce vaccine doses th,0,Neutral
kassandrakitson 1crazy_toaster bad hasnt stopped pfizerbiontech amp moderna global genocide,-0.35,Negative
great work everyone proud nuthpharm newcastlehosps team instrumental,0.8,Positive
boris johnson keen compare euworld comes people died covid uk,0,Neutral
done dusted grateful pfizerbiontech bothdoses covid19vaccine thanks mercycork vaccination,0.2,Positive
part 2 covid_19 vaccinationcovid coronavirus impfung pfizerbiontech coronavirus,0,Neutral
ema didnt dare ask public mrna vaccine pfizerbiontech long list open questions,-0.01666666667,Negative
excellent work prominent faces bame ethnicminority communities tackling vaccinehesitancy also tha,0.75,Positive
gavinnewsom 12 months pfizerbiontech amp moderna created covidvaccine amp inoculation currently,0,Neutral
pfizerbiontech action 428000 israelis received 2nd doses week later,0.03333333333,Positive
form one fills getting vaccine asks ethnicity whilst compulsory question,0,Neutral
eu threat impact covid19vaccine deliveries uk says minister pfizer,0,Neutral
moderna vaccine seems effective uk variant covid19 south africa variant w,0.6,Positive
eu warned impose controls vaccines cloud affect uks supply pfizerbiontech vac,0,Neutral
im hoping ill offered pfizerbiontech pfizerbiontech vaccine seem best cand,0.25,Positive
nhsuk phe_uk dhscgovuk eu block pfizerbiontech vaccine exports trapped 1 jab plus 12 week delay,-0.2,Negative
handelsblatt seems like profit propaganda pfizerbiontech biontech based way wonder,-0.1,Negative
cmo_england uksciencechief matthancock nhsengland jamesowild independent dailymailuk eu block exports,0,Neutral
ashingtonski handelsblatt sure isnt profit propaganda pfizerbiontech biontech based,0.2,Positive
wederom pfizer zelf op eigen website severe allergic reactions reported following pfizerbiontech,0,Neutral
case vaccines hope national government cyber espionage units successfully hack moderna,0.75,Positive
mmjblair straightforward depopulation agent pure amp simple astrazeneca pfizer pfizervaccine,0.1964285714,Positive
pfizerbiontech pfizer youre bunch demons,0,Neutral
wondering oxfordastrazeneca vaccine 62 efficacy compared pfizerbiontech 95 efficacy,0,Neutral
british vaccine corona almost ineffective people 65 years therefore eu authority ema shoul,0,Neutral
developing mrna vaccine amp getting regulatory approval 10x faster normal astounding wi,0.375,Positive
2nd pfizerbiontech vaccine today thank rotherhamnhs_ft efficient roll,0,Neutral
received 2nd pfizerbiontech vac antibodies fully vaccinatedsurely classified full,0.175,Positive
well done rotherhamnhs_ft efficient vaccines vaccine number 2 couple hn team w,0,Neutral
great video canadians wondering pfizerbiontech moderna covid19 vaccines work,0.8,Positive
superspread whistleblower alarm amp make witness account amp indictment pfizerbiontech gates fauci zykl,0,Neutral
got second dose pfizerbiontech covid19 vaccine hopefully marks beginning end,0,Neutral
dont feel happy rubbing eus nose undoubtedly massive failure supply wi,0.1611111111,Positive
pfizerbiontech pfizervaccine may logistic challenges effective,0.6,Positive
vonderleyen emmanuelmacron much vaccine get te 6 next months pfizerbiontech moderna,0.1,Positive
great news early data suggests pfizerbiontech covidvaccine likely slightly less effective aga,0.2666666667,Positive
got first dose pfizerbiontech vaccine ibelieveinscience happy theres light end da,0.4833333333,Positive
pfizer says pfizerbiontechvaccine neutralizes mutations characteristic southafrican 501yv2,-0.06666666667,Negative
findings dont indicate need new vaccine address emerging variants pfizerbiontech,0.1363636364,Positive
driving protests calmconsensus driven netherlands resident joezl looks confluence multiple e,0,Neutral
pfizerbiontech vaccine neutralise uk south african variants coronavirus study finds pfizerbiontech,0,Neutral
lets also see contracts purchasing vaccines secret seeing eu directives public con,-0.2,Negative
pfizerbiontech confirms vaccine effective new coronavirus strains company says monito,0.3681818182,Positive
pfizerbiontech covid19 vaccine work uk south africas variants says study,0,Neutral
fantastic sense relief morale boost receive second dose pfizerbiontech vaccine thanks,0.2,Positive
thats call progress self interested approach life lead division hideous greed,0.25,Positive
interesting article rte pfizer biontech makers covid19 vaccine said product effective,0.55,Positive
welcome webinar mikael dolsten head research pfizer lund university visiting professor febr,0.8,Positive
deathtokhameneisatan hashtag use fact takes pfizer medications h,0,Neutral
moderna pfizer making boosters new strain mean get vaccinated 3 times,-0.08806818182,Negative
webinar lund university visiting professor mikael dolsten head research pfizer,0,Neutral
tyler perry set release bet special covid19 vaccines impact black community tylerperry,0.09523809524,Positive
differences similarities two new coronavirus vaccines pfizerbiontech,0.1363636364,Positive
biden covid19 fanclub continues grow thank president biden said pesicka ppe,0,Neutral
nstworld pfizer biontech believe flexibility biontechs proprietary mrna vaccine platform well,0,Neutral
team vaccinated got 1st dose pfizerbiontech covid19 vaccine marcham vip lol still got shuttle bus ser,0.8,Positive
bbclaurak eu yet understood much uk hate really stay clear us th,-0.1666666667,Negative
lalaruefrench75 robertkennedyjr pfizerbiontech vaccine dangerous transgenic medicati,-0.6,Negative
got first dose pfizerbiontech vaccine feeling great,0.525,Positive
good news study shows less twofold reduction antibody titer levels indicating pfizerbiontech vacc,0.2666666667,Positive
igotmyshot vaccinatedagainstcovid19 believeinscience pfizerbiontech mrna frontliners doctor,0,Neutral
feeling grateful igottheshot pfizerbiontech kpthrive,0,Neutral
tantasquaunion 61 nurses gettin vaccine covidvaccine pfizerbiontech nottodayrona nurselife,0,Neutral
money lives pfizerbiontech make choice reddit jadorelargent lpdla8 tiktok billie,0,Neutral
able get first dose pfizerbiontech covidvaccine today far side effects sli,0.2833333333,Positive
statement released acog mysmfm strongly encourages pregnant women receive either,0.3833333333,Positive
senkatyg federal govt vaccine roll rolling timelime far hasnt created much confidenc,0.15,Positive
monica_2978 fist dose keep clean pfizerbiontech,0.3666666667,Positive
today privilege getting pfizerbiontech covidvaccine im tired arm sore flu sho,-0.4,Negative
us close 3542 days 2nd dose covid vaccine yet seeing cancellation 40t,0,Neutral
first shot done thank qhshawaii workers hard work essentialworker covid19vacccine,-0.02083333333,Negative
pfizer moderna vaccines option choose pfizervaccine pfizerbiontech,0,Neutral
finally doublemicrochipped deep state taken sense strong 5g vibrations tongue converted,0.1444444444,Positive
dont let pfizer exploit pandemic get tax breaks fairtaxcanada covid19 vaccination pfizer,0,Neutral
astrazenecavaccine astrazeneca british brexit army stormed social media spreading farrag,0.01666666667,Positive
curious felt second vaccine feel free ask questions,0.1,Positive
true mrna well known available trial period short conditional approval eau fda however,0.25,Positive
covid19 vaccine pfizerbiontech pfizer trust vaccine safe,0.5,Positive
would assume sort compromise reached politically possible eubacked,0,Neutral
feeling grateful second injection pfizerbiontech vaccine today,0,Neutral
ive covid vaccine feeling incredibly grateful extremely proud work nhs,0.85,Positive
reminder pfizerbiontech vaccine coronavirusuk,0,Neutral
hello twitter three weeks needed break good news ive lost 14lb time ha,0.7,Positive
got 1st vaccination today pfizerbiontech vaccinated,0,Neutral
robinsmythe1 hey robin perhaps cbc ask question could pfizer open source pfizerbiontech vaccine,0,Neutral
justintrudeau think time ask pfizer open source vaccine countries outside eu p,0,Neutral
surfa totalsnore jhallwood fox_claire pfizerbiontech least made 13billions pandemic would like,-0.3,Negative
brexit war doses uk eu shouldnt even,0,Neutral
vaccinated vaccinated vaccine pfizerbiontech pfizervaccine pfizer covidvaccine covid19 covidcanada,0,Neutral
thanks upmc pfizerbiontech covid19vaccine staysafe,0.2,Positive
borisjohnson tell eucouncil get stuffed oxfordastrazeneca row eu policy held distribution,0,Neutral
pfizer development partner biontech said working booster dose covid19 va,0,Neutral
first dose books covid19 vaccine alltogethernm pfizerbiontech pandemiclife,0.25,Positive
fully vaccinated covid19 covid19 covidvaccine pfizerbiontech,0,Neutral
alexespind 56blackcat hopr youll feel better soon got first dose pfizerbiontech vaccine su,0.375,Positive
mom mum got first fauciouchie yesterday soooo happy way protected thank,0.525,Positive
got second dose pfizerbiontech covid 19 vaccine yesterday slightly sore arm business usual,-0.1388888889,Negative
alhamdulilah day covid19 pfizerbiontech vaccine thanks everyone involved includin,0.2,Positive
welp im get vaccine pfizerbiontech,0,Neutral
well done macroom community hospital residents vaccination teams nursing staff pfizerbiontech,0,Neutral
ceo rory mcgoldrick receiving dose 1 pfizerbiontech vaccine courtesy greek national health syste,0,Neutral
bernie buckley director nursing macroom community hospital quietly waiting siobhan walsh administer,0,Neutral
con duggan lissarda giving thumbs receiving pfizerbiontech vaccination macroom community hos,0,Neutral
photos residents receiving pfizerbiontech vaccintations macroom community hospital recently phot,0,Neutral
macroom community hospital residents staff receiving pfizerbiontech vaccination recently first resi,0.25,Positive
best effort sanofi pfizerbiontech vaccine covid19,1,Positive
left arm pfizerbiontech,0,Neutral
three elderly people daily life scheduled covidvaccine doses feel like f,0,Neutral
one lucky ones pfizerbiontech coronavirusvaccine,0.3333333333,Positive
second shot pfizerbiontech vaccin today,0,Neutral
husband gets second shot pfizerbiontech vaccine today anyone yet hes frontlineworker,0,Neutral
first ever twitter poll european commission resign year 2021 handling c,0.125,Positive
